"Sentiment","TweetText"
"negative","Overall I am a fan of the iPhone 4S; however  my Siri has issues connecting to the network @Apple"
"positive","#Buffalo  #Intel  #Microsoft  #IBM are the best pavilions at #SMAU"
"neutral","#Android #Google Nexus S Getting Ice Cream Sandwich  OS “Theoretically�? Should Work on Any Android... http://t.co/kqBWWiyd #DhilipSiva"
"neutral","@Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung"
"neutral","20% searches on  #Google  are related to location. 33% mobile search queries have local intent."
"negative","Distrust and angst amongst #Nokia employees against #Selop #Microsoft fixation. http://t.co/jkOTcrMb"
"irrelevant","#linux / #ubuntu - #Windows / #microsoft » http://t.co/TteunwMj !!Que gran diferencia!! -/"
"irrelevant","RT @StevenBouquet: BREKEND: #Microsoft en #Linux nu beiden in de aanbieding!  http://t.co/oyeqR80p"
"positive","There you go - according to http://t.co/4Y8aS4zz #Google+ is builtin to the OS/Nexus line? Smart move :)"
"irrelevant","Saints Row: The Third and doughnuts for dinner http://t.co/tZm4fD4w #microsoft #pc"
"negative","Not greatly impressed with #Google and #Samsung presentation skills."
"negative","I hate #Microsoft PowerPoint!"
"neutral","#Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes  You’re Lucky�? &lt;http://t.co/rcml9XQR&gt;"
"irrelevant","Pelado con la tecnologia iria a pegarle una piña a #BillGates. Odio a #Microsoft."
"irrelevant","Ta medio tela hoy el #twitter #twitteroff & goodnight 4 everyone!"
"irrelevant","Deiixando o #twitter BOA NOITE a todos qual quer coisa só chamarem no facebook! http://t.co/LOeZAYeE #FUI"
"neutral","Hey #google  when unveiling a new product use a backdrop w/ lots of spatial-temporal high resolution activity. Video codecs will love it. ;)"
"positive","@guardiantech I love the And now it is looking to China: Apple funds sweatshops there while Gates funds a foundation #apple #microsoft"
"irrelevant","Steve Ballmer haalt uit naar #Android http://t.co/Zzp06KpZ Ironisch als je bedenkt dat #Microsoft goed aan Android verdient..."
"irrelevant","Lets play a game http://t.co/3qNIv3Nx #ie #microsoft #useragent #yourbrowsermatters @radiotux @webstandardat @heiseonline @ChrisZwitschert"
"neutral","@TheRealJedaD If her name ain't #Twitter then ur not bcuz u been on here for a minute goin HAM...lol  I'm Just Sayin!!"
"neutral","#Twitter #Off'"
"neutral","RT @whymicrosoft: Google’s Ad revenue for Q3 was 96% of total revenue. So  are #Google customers the commodity being sold to advertisers?"
"positive","@Apple: Siri is amazing!!! I'm in love!"
"neutral","@tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #Microsoft Tech Center"
"irrelevant","Sigo resentida porque yo quería ver solamente a cobra ☺ @Evenpro para la próxima no metan tanto la pata! #Twitter OFF"
"neutral","Hall Pass had me rolling...... @Apple bee's lookin for nookie really"
"neutral","The new panorama feature in #Android Ice Cream Sandwich is pretty cool. Saw a glitch in the live presentation though. #Google"
"neutral","RT @Juani_2: You doing a lot of hating guy RT @Blue_Chipperz: This nigga need to go to #Twitter Jail"
"irrelevant","Me dijeron q me vuelva al país de los soretes y llegue a #Twitter con todos ustedes :D"
"neutral","@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through."
"irrelevant","@Apple -Handy: @iPhone -4S-Besitzer schimpfen über Netzprobleme -  http://t.co/abHuRvyc"
"neutral","This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant."
"negative","i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple"
"irrelevant","RT @ricklennie: Un vistazo a Windows Server 8  http://t.co/BmcJLgDV  #Microsoft #MSDP"
"positive","@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s"
"neutral","RT @KnowYourMobile Steve Ballmer says new Windows Phones will launch at Nokia World event | http://t.co/uQghSamj #WP7 #microsoft"
"neutral","iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri"
"negative","@paulens It surprises me that @Apple throws up an error alert about authorizing  and there's no Authorize this computer button."
"irrelevant","definitivamente sigo sin entender un carajo de #Google+"
"neutral","#ICS show-off froze my browser. Well  time for sleep I guess. #Android #Google #Samsung"
"neutral","#Android #Google Android 4.0 Ice Cream Sandwich Official  SDK Now Available http://t.co/rXuPIW2U #DhilipSiva"
"neutral","RT @Androidheadline Three UK to carry the Samsung Galaxy Nexus http://t.co/bLtq3VrK #android #Samsung #UK #telecom #biznews #Google #news"
"irrelevant","Management-Tool aus der Cloud: #Microsoft erweitert #Intune um Softwareverteilung und Remote Task http://t.co/b43OHRlQ @windows"
"irrelevant","�?��?�やらフォロー制�?�?�引�?�掛�?��?��?�よ�?��?��?�…も�?��?�フォロアーを増や�?��?��??�?�ゃ♪　#followme #followmejp #follow #フォロー #japan #日本　#twitter　"
"neutral","Ufff... after #Microsoft #MTS11 and #MVP meeting. Was great! #MVPBuzz"
"neutral","Need info - #Microsoft #CRM - then check this out - http://t.co/seRMv1o7"
"irrelevant","#Microsoft se réjouit d’avoir loupé le rachat de #Yahoo!"
"neutral","Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/h8geayT5 #twitter"
"irrelevant","VolviiendoO Ah #Twitter .! haha Diios Les Bendiiga"
"positive","So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I've been waiting for!"
"irrelevant","Zou #microsoft vrij van rancune zijn? Hier de reactie op de populaire Androidtel. http://t.co/TeTN3ULl"
"neutral","#EvolutionOfIT #cloud event @BenchmarkLearn can any #microsoft or @MSLearning folks help create us a windows azure pass ex. BLAZURE ??"
"neutral","#Microsoft details #Windows8's new Start Screen Search http://t.co/Z6X5rE5q"
"neutral","Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work fo... http://t.co/nnvy8NP2"
"neutral","@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga  get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"
"irrelevant","#sipcom supporting #arkadin at #ipexpo showing the advantages of #hosted #lync2010 for #enterprises #ucoms #MSFTnews #Microsoft #ucexpo #in"
"irrelevant","ICS plutôt bien dans l'ensemble  perso j'aime beaucoup l'interface des contact // epic fail reconnaissance faciale ! #google #android"
"neutral","Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/KFwQ8r4T #Technology #Microsoft #Nokia"
"negative","Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall"
"neutral","@SincerelytiGG_ I guess dat wat #twitter does lol"
"neutral","Microsoft turns your body into a touchscreen http://t.co/j1T6kHgP #Microsoft"
"neutral","#Google confirms #Nexus S will get Ice Cream Sandwich -- for real this time (#Gingerbread… http://t.co/vIoR326D"
"irrelevant","@CriistianZepeda oyendo musica  chat & en #TWITTER"
"neutral","Novo #Nick in #twitter. Hehe'  (:"
"neutral","RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!"
"negative","@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily."
"neutral","Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99  has a $150 exam voucher! 
"neutral","Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/eizExUn0"
"negative","Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple"
"neutral","#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ  thus beginning their plan for world domination"
"positive","#twitter keeps me company when i can't sleep! (:"
"positive","Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY"
"neutral","#Twitter: What's happening? #Facebook: What's on your mind? #Myspace: Where is everyone?"
"neutral","Steve Ballmer At Web 2.0: #Microsoft CEO Disses Android  #iPhone http://t.co/JivkVbAh #sem #mobile"
"irrelevant","Excelente articulo! RT @teresitacc: Interesting read - How #Apple eclipsed #Microsoft http://t.co/RhNU1VaR via @guardian (cc: @elcheicon)"
"neutral","#Twitter to Reformat All URLs With T.co	http://t.co/jnmnbs9W"
"neutral","Noarchive is used to restrict search engines from saving a cached copy of the page #Google"
"positive","ICS looks awesome  please let me have it on my phone!  #android #google #motorola"
"neutral","#apple #facebook @facebook  #microsoft hahahahaha http://t.co/XeNSzCjh"
"neutral","facebook oof   #twitter of... night night every1!"
"neutral","Next year is going to be really interesting in tech as @Google  @Amazon  @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH"
"irrelevant","#Mango shows #Microsoft still has the taste for smartphone success #Apple #Google http://t.co/C4fy2ffj"
"neutral","nothing like saying 'screw you' to a bad real estate company on 7 different social pages! #google #citysearch #yellowpages #yelp #yahoo ..."
"neutral","#Microsoft Codename Data Explorer CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure"
"positive","@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required"
"irrelevant","#Twitter  #Facebook  #Google+  YouTube  #Msn  #Gmail #OFF A dormir se ha dicho =)"
"neutral","On Google+ then go here http://t.co/AwDFxDcI #GPlus #Googleplus #Google #teamfollowback #socialnetwork"
"neutral","RT @Sour_D_Reyyy: @obsexxed69 got one of the dopest blogs on #Twitter and #Tumblr...#RealTalk"
"negative","#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig"
"neutral","Why is everyone hating on #Android #IceCreamSandwich? #ICS #everyoneisacritic #os #google"
"neutral","People aren't the same as they wanna be perceived on #twitter...Please believe I'm that crazy bitch at work who slaps everyones ass in line"
"irrelevant","@StevenRestern Wvn soi novato en #Twitter :( me explica :D"
"neutral","Can an algorithm be wrong? #Twitter Trends  the specter of #censorship  and our faith in the algorithms around us http://t.co/3NxZT7hd"
"neutral","engineers #google Manny Marroquin #MannyMarroquin"
"neutral","Sleep. Finally. #Twitter"
"positive","#Google #Nexus press conference http://t.co/2WV01o5v #slick"
"neutral","Just wonder how much time it will take throw an update of #android ICS on Nexus S !!! Please #google make it quick this time"
"irrelevant","RT @twandroid: Consommation data affichée dans les paramètres  avec même une approximation de la consommation future !#google #nexusprime"
"neutral","Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????"
"neutral","#Microsoft's Steve Ballmer attacks #Android phones - #Telegraph http://t.co/EvkkeA8l via @Telegraph"
"neutral","@BADDchikkENT See What I Mean #Twitter o_O"
"irrelevant","Bom  vou fechar esse #Twitter  porque ele está roubando os meus assuntos ¬¬"
"irrelevant","@chriswglowe @apple @gadgetlab you can tell me tonight ;-) cracking open the vodka tonight if you fancy ?"
"neutral","@kaiylw0lf So #Tumblr is way more addictive than #Twitter... but i still love both of them. and they can coincide with each other! #bromance"
"neutral","Gonna Crash Out Pretty Tired  Night #Twitter&lt;3"
"neutral","@madtruckman 'Modern Day Autograph  I like the way you put that. #twitter"
"neutral","I need 2 unfollow some of these wannabe G's! RT @SteveGr8ofTeeZ: RT @The_Kase Do real thugs have #twitter? #confusedbymytimeline  //Hell no."
"irrelevant","RT @RaheemHBBTI: RT @capoKenn: i like big glutus & i cannot lie
"negative","@rogerweir no but I have the option of a  replacement iPhone 4s ?
"irrelevant","RT @packard_bell: #Microsoft presenta un teclado #touch sobre cualquier superficie  http://t.co/mU1FdIhF"
"positive","Thanks Android for admitting you're ugly. New font is a good start! #ics #google"
"neutral","watching a new interview with @L1LD3BB13 giving props to #twitter glad to see her out on her own doing her own thang;"
"neutral","Everybody a somebody on #twitter!!!!!! FAKE ASSES"
"neutral","Night #twitter lord please let that girl get some sleep"
"irrelevant","#Noti #Bolivia :  #Microsoft lanza sitio oficial de #Skype http://t.co/V1WeJ6z6"
"neutral","RT @BucBoyy: - Ima Addicted To #Twitter."
"positive","#Microsoft #Cloud Microsoft offers students free access to its technologies to improve employability: Dubbe... http://t.co/rGBHHUQP #TCN"
"positive","RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galaxynexus"
"neutral","@_ahooten23 welcomee to #twitter"
"neutral","these #chickz on #twitter stay with they #mommy"
"positive","Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT"
"negative","RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownru ..."
"neutral","Thanks for the #follow don't forget to add us to your #Twitter list"
"neutral","FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR"
"irrelevant","@uniquegens �? мечтаю однажды такое �?казать про #Microsoft"
"irrelevant","Buenas noches a todos ya casi fin d semana y maÑana clase a las 7 ya el ultimo jalon #twitter off"
"negative","Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!"
"neutral","i just realized... if i have a ridiculously long name in #twitter  no one could reply to me. *hmm* the possibilities."
"irrelevant","RT @remcovandenhout: Meest comfortabele Touch area voor tablets  volgens onderzoek #Microsoft #augnl 2thumbsUp http://t.co/yPeRGaf1"
"irrelevant","#Microsoft portiert #Enterprise BI-Apps auf iOS und Android | ITespresso.de http://t.co/XUEPaaR2"
"positive","Thank you @apple. My new gf(iphone4s) is great!  She does everything!"
"irrelevant","MI NOVIA Y COSTUMBRE DE DEJARME DE SEGUIR EN #TWITTER JAJJAA"
"neutral","RT @BrightSideNews: @Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung"
"negative","Why is #Google advertising Adwords Express on #Bing? Hmmm  I know Ballmer is happy :-D. #Google  your already a monopoly."
"neutral","New Galaxy Nexus: App Improvements -  New visual voicemail within the phone app #nexus #samsung #google #android bit.ly/nEJbyE"
"positive","But fb still sucks &amp; #twitter beats it anyday!"
"neutral","#google #IceCreamSandwich #Samsung #Updates #Android | 
"neutral","Comparing the @apple & @BlackBerry apps/interfaces  can anyone imagine how @BlackBerry could have done worse? #sadreally"
"irrelevant","Me identifico mas con #TWITTER q con #FACE xq aqui puedo expresar todo lo q siento x #JUSTIN sin temor a ser criticada!!"
"irrelevant","necesito encontrar tantas respuestas que no las da ni #google ni #wikipedia entonces donde?"
"irrelevant","@Yerson_Aponte Que conste quedo en el #Twitter !! xD"
"irrelevant","@DayaThomas Amiga le doy mi Bienvenida al #Twitter!!! Kisesessesesesesesese"
"negative","I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!"
"negative","Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade"
"neutral","Raza Abbas NumeroUno :: (RazaNumeroUno) : thanks for #following me on #Twitter! Happy Tweeting !!!"
"neutral","Well I'm kinda really #bored right now.... time to waste some time reading #quotes on #twitter"
"irrelevant","@Natalysanchezs según se un sentimiento #google"
"irrelevant","¿Recuerdan que #Apple había comprado el dominio html5 .com? http://t.co/qb0pix09 pues ahora es de #Microsoft :O ¿Qué se traen estos?"
"irrelevant","##FB & ##Twitter ##Off! Buenas Nochees(:
"negative","WHY DFF IS #TWITTER STILL LAGGIN ON SHOWIN WHO RETWEETS UR SHITT"
"neutral","Stay hungry  stay foolish. Steve Jobs  founder @Apple #WinningWithEL"
"neutral","I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/kIHs1HRm"
"neutral","#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/bf5zVm0U @searchengineland"
"irrelevant","RT : TAXI ที่นั่งมา คนขับบอ�?เค้าเป็นเสื้อ�?ดง ... �?ต่ด่าทั�?ษิณ ... บอ�?ว่าคนอุตส่าห์เลือ�? �?ต่พอน้ำท่วม�?ล้วหายหัว #twitter"
"negative","http://t.co/PUJYV9c0 With friends like #Billgates and #steveballmet at #microsoft  who needs enemies ;-)"
"negative","Boy  could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? You must authorize this computer…"
"positive","@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX"
"irrelevant","Busco más Desarrolladores C# con experiencia también en #Testing para proyecto en #Microsoft http://t.co/IHKhqUQ8 #net #RRHH #empleo"
"negative","#Nokia co-operation with #Microsoft listed as the 4th riskiest business move of the year: http://t.co/IYo86gVj"
"irrelevant","probando la videollamada en facebook......buenooooo en esto si le ganaron a #Twitter........"
"neutral","RT @guardiantech: #Microsoft Kinect brings 'playful learning' to the Xbox 360 http://t.co/ys79quRD #Gaming"
"neutral","@Bravo u should have a cast of  Latina #housewives  WE have some pretty  successful Latina Women in this world #GOOGLE them.."
"irrelevant","che palle sto cacchio di #WP7 di merda con un #Whatsapp che funziona di cacca per colpa del sistema di #notifica! @apple send me an #iphone"
"positive","I want the new #google #galaxynexus. Android 4.0 is going to be the fucks"
"neutral","SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter"
"neutral","#ihateitwhen i think of a cool twit by da tym i grab da fone & load #twitter i would have forgotten it!!! #dumbass"
"neutral","U pick Camera&Iphone4s orCamera&Ipad2?????????????? @apple"
"irrelevant","#Google Google: Galaxy Nexus Seite ist online + Teaser-Video (Caschys Blog): 05:30 Uhr und die Galaxy Nexus Seit... http://t.co/kn18pgCD"
"positive","S/O to @apple for replacing my phone for free"
"neutral","#stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)"
"neutral","Best night inna while :) #newbestfriends wish you kids had #Twitter #amaturehour"
"neutral","RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn"
"irrelevant","Lo Bueno de #twitter es que no cualquier babos@ Tiene . Claro que hay unos casos que............."
"neutral","Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev #wp7 #msteched"
"neutral","Hm... Can't decide if I should like it or not... #Microsoft #OmniTouch  http://t.co/k074N0z2"
"neutral","#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy"
"neutral","RT @x_JustLucky_x: I don't know why I even bother checking FB anymore. I stare for two minutes and just log off lol #Twitter&gt;Fb"
"neutral","@Dropbox balked at acquisition by @Apple. My apps thank them. :)  http://t.co/VsYPl9Xu"
"neutral","@grumbledook still poor central management from Apple then? #microsoft"
"irrelevant","Реб�?та из #Microsoft ра�?�?казывают разработчикам #Стартпак  как можно интегрировать�?�? �? #SystemCenter через веб-�?ерви�?ы. http://t.co/ZwDHUK2W"
"irrelevant","el #twitter es demasiado adictivo $:"
"irrelevant","Teach Different: iTeach Therefore iAm http://t.co/yozd8HCx @apple @teachforus @teachforamerica #ipad #stevejobs"
"positive","@apple the iPhone 4s is great #genius"
"negative","@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed."
"negative","#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided..."
"neutral","RT @Str8Talk123: Need to step my #twitter game! Where is #teamfollowback #miami #ff  @JAYSCANDRETH  @WhatupHOE1211"
"positive","#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things"
"negative","RT @ItalianJoya: i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird  and fat ass over capacity whale to!"
"neutral","@Apple sells record 4M #iPhone4S phones in first 3 days!"
"irrelevant","RT @DonChambitas: Busco más Desarrolladores C# con experiencia también en #Testing para proyecto en #Microsoft http://t.co/IHKhqUQ8 #net ..."
"irrelevant","Skype: geovannyacaro como en #twitter @geovannyacaro"
"neutral","Tool  to allow users to apply #DataQuality rules directly from MS Excel. Learn more @infamarketplace. http://t.co/jkZqrnO6 #Excel #Microsoft"
"irrelevant","RT @aranzibia: Las aplicaciones más populares para iPhone (vía AppleWeblog) http://t.co/m68Tzn1K #iphone @apple"
"irrelevant","Sistema de fotos panorâmicas na camera do icecream sandwich #icecreamsandwich #galaxynexus #google #samsung"
"negative","@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks."
"neutral","is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK"
"neutral","RT @meko2301: #Google #Android #ICS #IceCreamSandwich"
"irrelevant","Fullscreen überall nur der #AppStore hat keine Option dafür. Warum? @apple"
"neutral","Wowww | Can watching #Twitter trends help predict the future? http://t.co/2bRzlsGc via @zite"
"neutral","Panorama
"neutral","Microsoft Announces Interactive TV For Children’s Games & Story Books #Xbox #Microsoft #family #fb http://t.co/BOCzCmbg"
"neutral","RT @CNBC: The World's 10 Most Tweeted Moments - Link to Story   http://t.co/iKZiM8i5  #Twitter"
"irrelevant","@PorzelinCako jaja yo tmb esoy como @maffer_rdz como no tengo ni perro ps minimo #Twitter jaja"
"positive","Is it just me or is #iOS5 faster for the iPad? @apple"
"neutral","Samsung Galaxy Nexus Official  Launches Worldwide November - http://t.co/UX1CiB6A #galaxynexus #samsung #google #ics"
"neutral","~~~~&gt; RT @RealJaythoven #twitter and #Facebook gone get sumbody beat up mane everybody b so reckless"
"irrelevant","@hervepierre mdr! ouais une mauvaise expérience avec les vendeurs @Apple store m'a fait hair l'iphone ;)"
"irrelevant","#Android #IceCreamSandwich 4.0 y el Galaxy Nexus  no necesitas nada más... #samsung #google"
"irrelevant","@Frank_2869 hey q pedo como vamos en #TWITTER"
"neutral","#Microsoft announces two new Xbox 360 holiday bundles http://t.co/GgLwTSlT"
"neutral","Hey @apple why is Siri not available for the Mac?"
"irrelevant","@DaphneDijkerman Wat let je om die vraag te stellen bij Blik op de weg  er is vast wel een site waar dat kan #google"
"neutral","RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ..."
"positive","Thank god Gmail app has been redesigned under Android 4.0. Conversations automatically expanded. #Google #Android #ICS"
"neutral","NIGGAS B TALK REACLESS OVA #TWITTER LIKE I DNT GOT DAT TOOL N MI TRUCK #BASKETBALL OV COURSE"
"positive","iScream u scream v all scream #android #IceCreamSandwich. A job well done by #google and a major game changer in the #mobile #OS space"
"neutral","People that do this  #This #Is #My #Twitter  and pound everything. Needs to delete their Twitter."
"irrelevant","@NaniRicciHitch Mais oooh! Je #Joke comme on dit sur #twitter -___-' On papote demain! :) Bises"
"irrelevant","me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente. GRACIAS #GOOGLE !"
"irrelevant","RT @gattenist: サムスン�?Google�?�共�?��?�Googleリファレンス機「Galaxy Nexus�?を正�?発表�?11月�?�世界�?�地�?�発売　http://t.co/zwSUFuez #androidjp #samsung #google #galaxynexus"
"neutral","A Child’s-Eye View Of #Microsoft’s #Kinect For Kids: http://t.co/xW1ACTtj | #solutions #Kasper"
"positive","Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple"
"irrelevant","YouTube SEO: 
"positive","#Android #Google Device Frame Generator Updated For Galaxy Nexus - Your Screenshots Just Got Prettier http://t.co/9bWt2W6z #DhilipSiva"
"irrelevant","http://t.co/h1IH7FN6 مايكروسو�?ت تقوم بتطوير تقنية تمكنك من استخدام يدك كهات�?
"irrelevant","@nelsonfenc recupere el #twitter para mi #iPODzombi!! #EpicWin de nuevo!!! ;-)"
"negative","@azee1v1 @apple @umber Proper consolidation  proper syncing  stop losing my PURCHASED items  checkboxes that do what you think they will do."
"irrelevant","#Twitter: Rápido  contundente  y directo. 17 razones para usarlo http://t.co/m0NP3FCK @sam1meta #marketing #sm"
"neutral","if u couldnt tweet from your phone a lot of people wouldnt be on #twitter -- #broke #fact"
"positive","@Bla1ze I was referring to #Google & #Icecreamsandwich. It looks amazing. What imo android was missing. I ... http://t.co/rE4nLZgI"
"neutral","#Microsoft's Ballmer: We’re beating #Google in the #cloud http://t.co/XIq3v54f"
"neutral","#Microsoft builds a functioning ‘holodesk’ to interact with digital items http://t.co/otvmQxJ2"
"irrelevant","Wie gut  dass #Google beim #Nexus und #Android4 den selben Fehler macht wie #Microsoft. Konzentration auf Spaß  nicht auf's Business ... ^.^"
"irrelevant","RT @shezyyee: Sunaa karo merii jaan in se un se afsaane / sab ajnabi hain yahaan kaun kis ko pehchane #Kaifi #Shair #Twitter"
"neutral","Sleep time. #twitter off"
"neutral","Microsoft CEO on not http://t.co/veCmSAHQ #Buying #Lucky #Microsoft"
"negative","Hmmmm a lot of #Siri features don't work in Canada. Location and directions? Seriously @apple come on!"
"irrelevant","Do not check other site for Uhmw Conveyor.Now you go best site of Uhmw Conveyor. http://t.co/8RMV5D2q@9 @Pin @Cable @Apple"
"neutral","@apple Give Siri back!"
"irrelevant","XBLA in Brief: Bejeweled 3 http://t.co/HLVuTyCa #bejeweled_3 #microsoft"
"irrelevant","#Polska #Apple #Torrent #Mac
"neutral","Do people loved Steve? Check out this photo from @Apple store http://t.co/jIqBGghC"
"negative","yo  @apple  this update is a disaster"
"neutral","- #twitter please forgive my last slew of tweets I'm having a rough night   but I pray you'll forgive me .#tosleepigo"
"neutral","will be at the London #Microsoft Partner Business Briefing tomorrow - see some of you there :)"
"irrelevant","RT @JoelCardozo: #Microsoft en el futuro: #Kinect y su tecnología avanzada http://t.co/JOVFeZRl"
"neutral","Installing the Ice Cream Sandwich SDK #android #google"
"neutral","I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/JlrUWRf6"
"neutral","http://t.co/pUvXwjjc How do #CMM & #BBC get #massive #hits? Is #Google @ work? blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy"
"irrelevant","TIPP: Kostenlose Google +1 und FB-Likes - Free Google +1 and FB-Likes - http://t.co/eNfReVk3 #GooglePlus #Google+1 #Facebook #Likes"
"neutral","Reading: Android 4.0 'Ice Cream Sandwich' Features Announced By Google (HuffPost- Oct.18) #google http://t.co/wmqNPcLV"
"neutral","Welcome to #twitter @jackpot15!!"
"neutral","need #facebook fans  #twitter followers and #youtube views by nvida2: i need… http://t.co/tK6IHH2B #freelance #job"
"irrelevant","http://t.co/k8RQwXty 
"negative","Also @EricGreenspan  don't forget @Apple stop closing the app store after each bloody purchase..."
"irrelevant","نظام جديد .. و جهاز جديد شكراً جزيلاً #samsung #google #android"
"irrelevant","RT @cynblackstone: Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse  dank Kelly en Brigitte v ..."
"negative","Ok @iTunesMusic idk wth is up but after syncing my phone my album art is out of order! WTF @Apple!"
"neutral","#Win an @Apple iPod Touch from @Mommy_gaga  get the @Pampers Hello World Baby Memories App! http://t.co/DLLabuAK #PampersHelloApps"
"irrelevant","#Google начал ма�?штабную зачи�?тку �?ерви�?ов http://t.co/1vRAuo8S"
"neutral","@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month."
"neutral","Microsoft releases developer preview of Project Roslyn compiler http://t.co/lpb9n510 #Microsoft #beta"
"neutral","So what #twitter needs is a save tweet text function. So I could st @xyz 5 to save the 5th most recent msg on twitter site to read later"
"neutral","Just installed Windows 7 Ultimate Service Pack 1 with IE9. It looks like IE9 is trying to look like Chrome. #windows7 #ie9 #microsoft #ie8"
"irrelevant","RT @ishpconsult: Der langsame Tod von SEO?? #Google-Suche  für eingeloggte User verschlüsselt - http://t.co/OlORx2Pc #marketing  #search..."
"neutral","Boaa noite #twitter *-*"
"neutral","#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva"
